port,pkt_size,flowid,time
0,256,658,5
1,256,11,2
2,256,382,7
3,1472,982,3
4,256,833,2
5,256,543,10
6,256,114,13
7,256,98,14
8,256,426,1
9,256,68,9
10,256,90,1
11,1472,475,0
12,1472,747,7
13,1472,904,4
14,1472,499,1
15,1472,1022,8
16,256,243,3
17,1472,209,8
18,1472,931,3
19,256,942,5
20,1472,134,3
21,256,474,5
22,1472,352,13
23,1472,99,5
24,256,651,2
25,256,700,3
26,256,446,10
27,1472,506,4
28,256,95,8
29,1472,927,11
30,1472,793,12
31,256,741,2
32,256,439,10
33,256,328,8
34,256,999,0
35,1472,509,8
36,256,45,8
37,256,248,9
38,256,38,5
39,1472,212,15
40,256,768,15
41,256,418,3
42,256,648,2
43,1472,146,13
44,1472,309,11
45,1472,825,9
46,1472,29,15
47,256,404,7
48,1472,180,12
49,256,417,12
50,1472,635,12
51,256,402,4
52,1472,654,12
53,256,663,4
54,1472,565,12
55,1472,12,14
56,1472,793,1
57,256,302,7
58,256,646,10
59,256,867,12
60,1472,263,4
61,256,650,3
62,1472,1020,4
63,1472,809,2
0,1472,993,69
1,1472,337,66
2,256,214,71
3,256,433,371
4,256,954,66
5,1472,666,74
6,1472,410,77
7,256,954,78
8,256,975,65
9,1472,482,73
10,1472,1,65
11,256,260,368
12,1472,314,375
13,256,540,372
14,1472,37,369
15,1472,8,376
16,1472,409,67
17,1472,362,376
18,256,575,371
19,1472,440,69
20,1472,530,371
21,1472,144,69
22,1472,911,381
23,256,184,373
24,1472,369,66
25,1472,118,67
26,1472,956,74
27,1472,320,372
28,1472,355,72
29,1472,362,379
30,256,989,380
31,1472,755,66
32,256,836,74
33,1472,75,72
34,1472,101,64
35,256,423,376
36,1472,597,72
37,1472,954,73
38,1472,964,69
39,256,379,383
40,256,661,79
41,256,685,67
42,1472,458,66
43,1472,28,381
44,1472,110,379
45,256,612,377
46,256,432,383
47,1472,331,71
48,1472,866,380
49,1472,167,76
50,1472,869,380
51,1472,926,68
52,1472,401,380
53,256,766,68
54,1472,637,380
55,1472,567,382
56,1472,430,369
57,1472,187,71
58,256,124,74
59,1472,787,76
60,1472,455,372
61,256,927,67
62,1472,748,372
63,256,855,370
0,256,530,437
