port,pkt_size,flowid,time
0,64,491,3
1,64,291,6
2,64,268,7
3,64,32,4
4,64,37,12
5,64,462,1
6,64,453,4
7,64,416,8
8,64,129,4
9,64,484,11
10,64,16,13
11,64,297,1
12,64,446,10
13,64,438,2
14,64,89,3
15,64,179,8
16,64,198,7
17,64,496,2
18,64,45,8
19,64,261,5
20,64,266,14
21,64,67,13
22,64,424,1
23,64,368,5
24,64,134,12
25,64,114,5
26,64,387,9
27,64,428,13
28,64,339,8
29,64,13,2
30,64,286,7
31,64,20,13
32,64,4,2
33,64,433,13
34,64,17,12
35,64,3,4
36,64,366,5
37,64,53,1
38,64,258,6
39,64,423,5
40,64,266,14
41,64,228,11
42,64,198,12
43,64,95,12
44,64,170,6
45,64,368,3
46,64,283,11
47,64,187,12
48,64,354,4
49,64,45,15
50,64,23,1
51,64,249,5
52,64,417,3
53,64,133,11
54,64,247,12
55,64,299,4
56,64,459,3
57,64,340,9
58,64,369,14
59,64,82,2
60,64,384,2
61,64,77,2
62,64,158,6
63,64,32,14
0,64,427,19
1,64,415,22
2,64,261,23
3,64,312,20
4,64,291,28
5,64,437,17
6,64,166,20
7,64,346,24
8,64,463,20
9,64,112,27
10,64,310,29
11,64,188,17
12,64,2,26
13,64,161,18
14,64,96,19
15,64,294,24
16,64,125,23
17,64,271,18
18,64,396,24
19,64,451,21
20,64,186,30
21,64,151,29
22,64,170,17
23,64,503,21
24,64,104,28
25,64,329,21
26,64,39,25
27,64,77,29
28,64,418,24
29,64,449,18
30,64,472,23
31,64,243,29
32,64,26,18
33,64,104,29
34,64,240,28
35,64,302,20
36,64,288,21
37,64,284,17
38,64,77,22
39,64,262,21
40,64,139,30
41,64,109,27
42,64,76,28
43,64,274,28
44,64,193,22
45,64,98,19
46,64,368,27
47,64,383,28
48,64,164,20
49,64,19,31
50,64,37,17
51,64,176,21
52,64,69,19
53,64,94,27
54,64,203,28
55,64,216,20
56,64,260,19
57,64,285,25
58,64,289,30
59,64,5,18
60,64,142,18
61,64,267,18
62,64,483,22
63,64,493,30
0,64,121,35
1,64,387,38
2,64,512,39
3,64,105,36
4,64,255,44
5,64,499,33
6,64,225,36
7,64,470,40
8,64,230,36
9,64,485,43
10,64,249,45
11,64,338,33
12,64,236,42
13,64,436,34
14,64,71,35
15,64,175,40
16,64,471,39
17,64,142,34
18,64,79,40
19,64,364,37
20,64,59,46
21,64,336,45
22,64,485,33
23,64,42,37
24,64,411,44
25,64,392,37
26,64,458,41
27,64,482,45
28,64,203,40
29,64,44,34
30,64,367,39
31,64,227,45
32,64,510,34
33,64,301,45
34,64,317,44
35,64,160,36
36,64,165,37
37,64,89,33
38,64,304,38
39,64,116,37
40,64,429,46
41,64,313,43
42,64,295,44
43,64,40,44
44,64,187,38
45,64,262,35
46,64,131,43
47,64,202,44
48,64,365,36
49,64,54,47
50,64,386,33
51,64,37,37
52,64,505,35
53,64,414,43
54,64,70,44
55,64,476,36
56,64,310,35
57,64,475,41
58,64,359,46
59,64,235,34
60,64,373,34
61,64,288,34
62,64,345,38
63,64,132,46
0,64,411,51
1,64,209,54
2,64,72,55
3,64,162,52
4,64,244,60
5,64,167,49
6,64,3,52
7,64,299,56
8,64,46,52
9,64,9,59
10,64,391,61
11,64,266,49
12,64,4,58
13,64,124,50
14,64,96,51
15,64,268,56
16,64,392,55
17,64,108,50
18,64,161,56
19,64,484,53
20,64,327,62
21,64,79,61
22,64,346,49
23,64,92,53
24,64,427,60
25,64,495,53
26,64,5,57
27,64,193,61
28,64,257,56
29,64,208,50
30,64,395,55
31,64,123,61
32,64,370,50
33,64,374,61
34,64,290,60
35,64,505,52
36,64,104,53
37,64,469,49
38,64,452,54
39,64,13,53
40,64,117,62
41,64,71,59
42,64,74,60
43,64,286,60
44,64,200,54
45,64,85,51
46,64,422,59
47,64,130,60
48,64,140,52
49,64,287,63
50,64,289,49
51,64,367,53
52,64,73,51
53,64,272,59
54,64,243,60
55,64,244,52
56,64,132,51
57,64,469,57
58,64,157,62
59,64,426,50
60,64,378,50
61,64,364,50
62,64,285,54
63,64,48,62
0,64,412,67
1,64,205,70
2,64,279,71
3,64,224,68
4,64,22,76
5,64,485,65
6,64,496,68
7,64,374,72
8,64,122,68
9,64,132,75
10,64,131,77
11,64,456,65
12,64,358,74
13,64,298,66
14,64,466,67
15,64,14,72
16,64,260,71
17,64,260,66
18,64,494,72
19,64,152,69
20,64,265,78
21,64,453,77
22,64,46,65
23,64,188,69
24,64,472,76
25,64,394,69
26,64,53,73
27,64,188,77
28,64,253,72
29,64,208,66
30,64,72,71
31,64,34,77
32,64,118,66
33,64,322,77
34,64,351,76
35,64,196,68
36,64,497,69
37,64,365,65
38,64,484,70
39,64,362,69
40,64,315,78
41,64,352,75
42,64,155,76
43,64,484,76
44,64,142,70
45,64,328,67
46,64,403,75
47,64,343,76
48,64,440,68
49,64,317,79
50,64,53,65
51,64,483,69
52,64,360,67
53,64,318,75
54,64,436,76
55,64,310,68
56,64,213,67
57,64,325,73
58,64,251,78
59,64,258,66
60,64,283,66
61,64,268,66
62,64,346,70
63,64,51,78
0,64,54,83
1,64,120,86
2,64,107,87
3,64,347,84
4,64,47,92
5,64,430,81
6,64,95,84
7,64,107,88
8,64,149,84
9,64,186,91
10,64,135,93
11,64,111,81
12,64,140,90
13,64,321,82
14,64,1,83
15,64,195,88
16,64,306,87
17,64,341,82
18,64,5,88
19,64,296,85
20,64,78,94
21,64,192,93
22,64,26,81
23,64,83,85
24,64,192,92
25,64,421,85
26,64,163,89
27,64,109,93
28,64,366,88
29,64,83,82
30,64,459,87
31,64,47,93
32,64,217,82
33,64,233,93
34,64,405,92
35,64,370,84
36,64,193,85
37,64,279,81
38,64,133,86
39,64,434,85
40,64,447,94
41,64,92,91
42,64,137,92
43,64,57,92
44,64,99,86
45,64,258,83
46,64,374,91
47,64,146,92
48,64,208,84
49,64,150,95
50,64,384,81
51,64,39,85
52,64,398,83
53,64,314,91
54,64,339,92
55,64,86,84
56,64,498,83
57,64,283,89
58,64,22,94
59,64,449,82
60,64,312,82
61,64,389,82
62,64,392,86
63,64,122,94
0,64,291,99
1,64,74,102
2,64,151,103
3,64,362,100
4,64,473,108
5,64,153,97
6,64,64,100
7,64,481,104
8,64,297,100
9,64,345,107
10,64,85,109
11,64,465,97
12,64,231,106
13,64,395,98
14,64,37,99
15,64,162,104
16,64,386,103
17,64,6,98
18,64,372,104
19,64,368,101
20,64,461,110
21,64,448,109
22,64,501,97
23,64,462,101
24,64,328,108
25,64,1,101
26,64,459,105
27,64,2,109
28,64,56,104
29,64,208,98
30,64,47,103
31,64,483,109
32,64,270,98
33,64,87,109
34,64,184,108
35,64,346,100
36,64,451,101
37,64,174,97
38,64,351,102
39,64,242,101
40,64,131,110
41,64,327,107
42,64,343,108
43,64,218,108
44,64,33,102
45,64,357,99
46,64,407,107
47,64,189,108
48,64,211,100
49,64,118,111
50,64,166,97
51,64,411,101
52,64,21,99
53,64,289,107
54,64,395,108
55,64,442,100
56,64,439,99
57,64,319,105
58,64,287,110
59,64,43,98
60,64,175,98
61,64,284,98
62,64,502,102
63,64,350,110
0,64,474,115
1,64,187,118
2,64,229,119
3,64,116,116
4,64,472,124
5,64,120,113
6,64,250,116
7,64,327,120
8,64,203,116
9,64,319,123
10,64,415,125
11,64,192,113
12,64,259,122
13,64,94,114
14,64,475,115
15,64,192,120
16,64,374,119
17,64,467,114
18,64,300,120
19,64,201,117
20,64,52,126
21,64,60,125
22,64,405,113
23,64,474,117
24,64,58,124
25,64,360,117
26,64,471,121
27,64,86,125
28,64,121,120
29,64,207,114
30,64,339,119
31,64,153,125
32,64,242,114
33,64,68,125
34,64,436,124
35,64,339,116
36,64,191,117
37,64,129,113
38,64,468,118
39,64,155,117
40,64,319,126
41,64,374,123
42,64,367,124
43,64,343,124
44,64,360,118
45,64,466,115
46,64,242,123
47,64,115,124
48,64,356,116
49,64,208,127
50,64,237,113
51,64,136,117
