port,pkt_size,flowid,time
0,1472,2939,0
1,1472,698,0
2,1472,298,3
3,256,1415,0
4,1472,630,2
5,1472,1494,2
6,1472,1480,3
7,1472,720,2
8,1472,1447,4
9,1472,759,3
10,1472,2053,1
11,256,5550,1
12,256,1021,3
13,256,2025,0
14,256,2298,4
15,1472,1261,3
16,256,717,3
17,256,1987,1
18,1472,153,0
19,1472,445,3
20,256,618,0
21,256,1612,1
22,1472,2145,1
23,1472,1056,0
24,1472,576,3
25,256,1833,4
26,256,2332,3
27,256,1988,0
28,1472,2025,4
29,1472,631,1
30,256,593,4
31,1472,1756,2
32,256,1538,1
33,1472,992,3
34,256,1003,2
35,1472,1036,4
36,1472,457,4
37,256,2250,1
38,1472,4647,4
39,256,541,1
40,1472,2091,0
41,256,1579,3
42,1472,1842,1
43,256,5668,2
44,1472,215,1
45,1472,650,0
46,1472,173,2
47,1472,2326,2
48,1472,1242,2
49,256,1130,2
50,1472,2186,2
51,1472,1473,3
52,256,751,1
53,1472,122,0
54,256,2352,3
55,1472,1781,4
56,1472,1561,3
57,1472,1135,4
58,1472,1833,2
59,256,1138,0
0,256,5315,115
1,256,1963,115
2,1472,555,118
3,256,252,20
4,256,349,117
5,1472,1945,117
6,256,2355,118
7,256,1952,117
8,1472,1827,119
9,1472,1989,118
10,256,1135,116
11,1472,1137,21
12,256,2376,23
13,256,1587,20
14,256,1799,24
15,256,865,118
16,1472,185,23
17,1472,1659,21
18,1472,1147,115
19,256,2298,118
20,256,2080,20
21,1472,1924,21
22,256,1738,116
23,1472,1582,115
24,256,2172,118
25,1472,2255,24
26,256,2309,23
27,1472,6503,20
28,1472,389,119
29,1472,17,116
30,1472,598,24
31,256,421,117
32,256,115,21
33,256,3022,118
34,1472,694,22
35,1472,311,119
36,256,1893,119
37,256,757,21
38,1472,1775,119
39,1472,942,21
40,256,1451,115
41,256,18,23
42,1472,1075,116
43,256,2273,22
44,256,907,116
45,1472,647,115
46,1472,109,117
47,1472,1806,117
48,1472,795,117
49,256,2145,22
50,256,344,117
51,256,473,118
52,1472,3034,21
53,256,2288,115
54,1472,1910,23
55,1472,1542,119
56,256,1141,118
57,256,1259,119
58,1472,214,117
59,1472,1872,20
0,1472,1612,135
1,1472,1036,135
2,256,984,233
3,256,2082,40
4,1472,1556,137
5,1472,1479,232
6,256,882,138
7,1472,641,137
8,256,1213,234
9,256,2187,233
10,256,858,136
11,256,2184,136
12,256,983,43
13,256,2289,40
14,256,5647,44
15,256,456,138
16,1472,1273,138
17,256,538,136
18,1472,673,230
19,256,2066,138
